age,gender,municipality,education_level,main_activity,income_decile,income_bracket,language_group
51,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
0,Females,Rautalampi,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
0,Males,Heinola,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Pudasjärvi,9 Basic education,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Tampere,6 Bachelor's or equivalent level,Pensioners,IX,High,Finnish-speaking population
0,Females,Kankaanpää,9 Basic education,0-14 years old,V,Medium,Finnish-speaking population
71,Males,Rantasalmi,9 Basic education,Labour force,VII,Medium,Finnish-speaking population
64,Females,Helsinki,5 Short-cycle tertiary education,Employed,IX,High,Finnish-speaking population
20,Males,Tampere,3 Upper secondary education,Unemployed,II,Low,Finnish-speaking population
46,Males,Vantaa,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
49,Males,Helsinki,3-8 A post-comprehensive level qualification,Other persons outside the labour force,IX,High,Finnish-speaking population
14,Females,Porvoo,9 Basic education,Labour force,IV,Medium,Finnish-speaking population
58,Males,Lappeenranta,5 Short-cycle tertiary education,Labour force,VI,Medium,Finnish-speaking population
67,Females,Liperi,3 Upper secondary education,Labour force,I,Low,Finnish-speaking population
0,Females,Raisio,3 Upper secondary education,Labour force,VII,Medium,Finnish-speaking population
23,Females,Lahti,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
86,Females,Närpes,3 Upper secondary education,0-14 years old,III,Low,Swedish-speaking population
66,Females,Hämeenkyrö,9 Basic education,Labour force,VI,Medium,Finnish-speaking population
0,Females,Kerava,3 Upper secondary education,Other persons outside the labour force,IX,High,Finnish-speaking population
34,Males,Turku,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
46,Males,Helsinki,3 Upper secondary education,Pensioners,VI,Medium,Finnish-speaking population
0,Males,Nurmijärvi,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Males,Helsinki,9 Basic education,Other persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Tampere,3-8 A post-comprehensive level qualification,0-14 years old,VI,Medium,Finnish-speaking population
0,Females,Nakkila,3-8 A post-comprehensive level qualification,0-14 years old,VIII,High,Finnish-speaking population
55,Males,Kokkola,9 Basic education,Labour force,V,Medium,Finnish-speaking population
0,Males,Iitti,3 Upper secondary education,Pensioners,I,Low,Finnish-speaking population
0,Females,Kuhmo,6 Bachelor's or equivalent level,Pensioners,III,Low,Finnish-speaking population
11,Males,Vantaa,9 Basic education,Labour force,IX,High,Finnish-speaking population
12,Females,Lapua,3 Upper secondary education,Persons outside the labour force,X,High,Finnish-speaking population
0,Males,Lahti,3-8 A post-comprehensive level qualification,Employed,IV,Medium,Finnish-speaking population
0,Females,Salo,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
0,Females,Kerava,9 Basic education,Unemployed,II,Low,Finnish-speaking population
0,Females,Kouvola,6 Bachelor's or equivalent level,Other persons outside the labour force,VII,Medium,Finnish-speaking population
53,Females,Kajaani,3 Upper secondary education,Employed,II,Low,Finnish-speaking population
34,Females,Helsinki,6 Bachelor's or equivalent level,0-14 years old,VII,Medium,Finnish-speaking population
0,Males,Raseborg,6 Bachelor's or equivalent level,Labour force,VI,Medium,Finnish-speaking population
0,Females,Turku,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
63,Males,Urjala,3 Upper secondary education,Pensioners,V,Medium,Finnish-speaking population
4,Males,Turku,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
0,Males,Kuopio,3 Upper secondary education,Employed,VII,Medium,Finnish-speaking population
0,Females,Jomala,3-8 A post-comprehensive level qualification,Employed,VII,Medium,Swedish-speaking population
4,Females,Oulu,6 Bachelor's or equivalent level,Labour force,VII,Medium,Finnish-speaking population
36,Males,Vantaa,9 Basic education,Labour force,VI,Medium,Finnish-speaking population
0,Females,Riihimäki,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
0,Females,Lapinlahti,9 Basic education,Labour force,VI,Medium,Finnish-speaking population
60,Females,Porvoo,3 Upper secondary education,Labour force,IX,High,Finnish-speaking population
64,Females,Seinäjoki,3-8 A post-comprehensive level qualification,Pensioners,VI,Medium,Finnish-speaking population
53,Females,Vaasa,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
62,Males,Savonlinna,9 Basic education,Pensioners,III,Low,Finnish-speaking population
0,Males,Kouvola,9 Basic education,Labour force,VIII,High,Finnish-speaking population
0,Males,Joensuu,3 Upper secondary education,Employed,VIII,High,Finnish-speaking population
55,Males,Lappeenranta,3-8 A post-comprehensive level qualification,Persons outside the labour force,V,Medium,Finnish-speaking population
42,Males,Kaarina,3 Upper secondary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
69,Females,Vantaa,9 Basic education,Labour force,IV,Medium,Finnish-speaking population
0,Females,Lappeenranta,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
0,Females,Lahti,3 Upper secondary education,Labour force,II,Low,Finnish-speaking population
29,Males,Kangasniemi,9 Basic education,Persons outside the labour force,III,Low,Finnish-speaking population
67,Females,Oulu,3-8 A post-comprehensive level qualification,0-14 years old,V,Medium,Finnish-speaking population
0,Females,Lempäälä,6 Bachelor's or equivalent level,Other persons outside the labour force,VI,Medium,Finnish-speaking population
16,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
0,Males,Turku,3 Upper secondary education,Labour force,I,Low,Finnish-speaking population
0,Females,Kauhava,3 Upper secondary education,Labour force,II,Low,Finnish-speaking population
28,Females,Kouvola,9 Basic education,Employed,IV,Medium,Finnish-speaking population
0,Females,Helsinki,9 Basic education,Persons outside the labour force,VI,Medium,Finnish-speaking population
51,Males,Merikarvia,3 Upper secondary education,Persons outside the labour force,VIII,High,Finnish-speaking population
53,Females,Raahe,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
7,Females,Turku,9 Basic education,Employed,I,Low,Finnish-speaking population
0,Males,Espoo,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Females,Varkaus,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
59,Females,Raahe,7 Master's or equivalent level,Employed,IX,High,Finnish-speaking population
0,Females,Jomala,9 Basic education,0-14 years old,VIII,High,Swedish-speaking population
87,Males,Helsinki,3-8 A post-comprehensive level qualification,Labour force,VII,Medium,Finnish-speaking population
0,Females,Jyväskylä,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
30,Females,Turku,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Males,Jyväskylä,4 Post-secondary non-tertiary education,Employed,I,Low,Finnish-speaking population
0,Females,Kurikka,6 Bachelor's or equivalent level,Labour force,VII,Medium,Finnish-speaking population
17,Females,Raisio,3-8 A post-comprehensive level qualification,Other persons outside the labour force,VII,Medium,Finnish-speaking population
0,Females,Turku,3 Upper secondary education,Employed,II,Low,Finnish-speaking population
0,Males,Pieksämäki,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
0,Males,Salo,3 Upper secondary education,Employed,IV,Medium,Finnish-speaking population
0,Females,Helsinki,6 Bachelor's or equivalent level,0-14 years old,I,Low,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,"Students, pupils",X,High,Finnish-speaking population
25,Females,Joensuu,3 Upper secondary education,Labour force,VII,Medium,Finnish-speaking population
0,Females,Helsinki,6 Bachelor's or equivalent level,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Veteli,3 Upper secondary education,Pensioners,I,Low,Finnish-speaking population
63,Females,Helsinki,7 Master's or equivalent level,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Employed,IX,High,Finnish-speaking population
0,Males,Oulu,6 Bachelor's or equivalent level,"Students, pupils",VIII,High,Finnish-speaking population
64,Females,Järvenpää,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Females,Helsinki,6 Bachelor's or equivalent level,Labour force,I,Low,Finnish-speaking population
40,Males,Närpes,3 Upper secondary education,Persons outside the labour force,III,Low,Swedish-speaking population
98,Males,Sastamala,3-8 A post-comprehensive level qualification,0-14 years old,III,Low,Finnish-speaking population
56,Males,Somero,3-8 A post-comprehensive level qualification,Pensioners,III,Low,Finnish-speaking population
0,Females,Helsinki,5 Short-cycle tertiary education,0-14 years old,VII,Medium,Finnish-speaking population
0,Males,Mikkeli,3-8 A post-comprehensive level qualification,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Females,Tampere,3 Upper secondary education,Labour force,I,Low,Finnish-speaking population
40,Females,Helsinki,3 Upper secondary education,Pensioners,V,Medium,Finnish-speaking population
55,Females,Helsinki,9 Basic education,Employed,I,Low,Finnish-speaking population
44,Females,Akaa,3 Upper secondary education,Employed,IV,Medium,Finnish-speaking population
0,Females,Lieto,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
0,Males,Riihimäki,9 Basic education,Persons outside the labour force,II,Low,Finnish-speaking population
53,Males,Vantaa,3 Upper secondary education,Employed,V,Medium,Finnish-speaking population
24,Females,Helsinki,3-8 A post-comprehensive level qualification,Pensioners,V,Medium,Finnish-speaking population
0,Males,Paimio,9 Basic education,Employed,VII,Medium,Finnish-speaking population
14,Males,Helsinki,5 Short-cycle tertiary education,Persons outside the labour force,IX,High,Finnish-speaking population
43,Males,Espoo,3-8 A post-comprehensive level qualification,Employed,IX,High,Finnish-speaking population
37,Females,Sastamala,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
0,Females,Kouvola,5 Short-cycle tertiary education,Pensioners,V,Medium,Finnish-speaking population
42,Females,Vantaa,7 Master's or equivalent level,Persons outside the labour force,VIII,High,Finnish-speaking population
69,Males,Lohja,3-8 A post-comprehensive level qualification,Unemployed,VII,Medium,Finnish-speaking population
30,Females,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
26,Males,Kuopio,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
30,Females,Helsinki,7 Master's or equivalent level,Pensioners,X,High,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Females,Porvoo,3 Upper secondary education,Labour force,X,High,Swedish-speaking population
13,Males,Kalajoki,3 Upper secondary education,Persons outside the labour force,II,Low,Finnish-speaking population
40,Females,Lieto,5 Short-cycle tertiary education,Employed,III,Low,Finnish-speaking population
0,Females,Pori,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
68,Females,Siilinjärvi,5 Short-cycle tertiary education,Employed,VIII,High,Finnish-speaking population
0,Males,Hamina,6 Bachelor's or equivalent level,Persons outside the labour force,IX,High,Finnish-speaking population
